Make,Model,Modulation,Weight(oz),L(in),W(in),H(in),Torque(which_V),Torque(oz-in),Speed(which_V),Speed(s/60deg),Motor Type,Rotation,Gear Material,Typical Price
Dymond,D4000,Analog,1.41,1.61,0.79,1.5,4.8,65.0,4.8,0.18,(add),Single Bearing,Plastic,9.95
Dymond,D4500,Analog,1.45,1.58,0.79,1.52,4.8,77.0,4.8,0.13,(add),Single Bearing,Plastic,12.95
Dynam,B2232,Analog,1.20,2.17,0.79,1.77,6.0,56.9,6.0,0.16,(add),Single Bearing,Plastic,8.00
DYS,DYS0210,Analog,1.41,1.67,0.82,1.55,4.8,83.3,4.8,0.16,(add),Dual Bearings,Plastic,12.00
DYS,DYS0218MG,Analog,1.83,1.67,0.82,1.55,4.8,83.3,4.8,0.16,(add),Dual Bearings,Metal,(add)
DYS,DYS3003,Analog,1.31,1.67,0.82,1.47,6.0,56.9,6.0,0.23,(add),Bushing,Plastic,(add)
Eurgle,15_08a,Analog,1.52,1.69,0.91,1.11,4.8,70.0,4.8,0.33,(add),Bushing,Plastic,4.72
Eurgle,15_08a,Analog,1.52,1.69,0.91,1.11,6.0,84.0,6.0,0.3,(add),Bushing,Plastic,4.72
Eurgle,15_08b,Analog,1.52,1.69,0.91,1.11,4.8,56.0,4.8,0.25,(add),Bushing,Plastic,4.72
Eurgle,15_08b,Analog,1.52,1.69,0.91,1.11,6.0,70.0,6.0,0.2,(add),Bushing,Plastic,4.72
Eurgle,16_01,Analog,1.20,1.59,0.8,1.33,6.0,56.0,6.0,0.18,(add),Bushing,Plastic,6.03
Eurgle,16_02a,Analog,1.38,1.6,0.79,1.13,4.8,70.0,4.8,0.18,(add),Bushing,Plastic,6.37
Eurgle,16_18MB,Analog,2.03,1.69,0.91,1.53,4.8,91.0,4.8,0.25,(add),Single Bearing,Metal,12.56
Eurgle,16_18MB,Analog,2.03,1.69,0.91,1.53,6.0,98.0,6.0,0.2,(add),Single Bearing,Metal,12.56
EXI,B1221,Analog,1.52,1.54,0.76,1.52,6.0,62.5,6.0,0.23,Brushed,Single Bearing,Plastic,7.95
EXI,D122F,Digital,1.31,1.54,0.76,1.52,6.0,83.3,6.0,0.17,Brushed,Single Bearing,Plastic,12.95
EXI,D124F,Digital,1.76,1.54,0.76,1.52,6.0,90.3,6.0,0.17,Brushed,Single Bearing,Metal,17.95
EXI,D125F,Digital,1.52,1.54,0.76,1.52,6.0,69.4,6.0,0.22,Brushed,Single Bearing,Plastic,12.95
EXI,D126F,Digital,1.52,1.54,0.76,1.52,6.0,55.5,6.0,0.17,Brushed,Single Bearing,Plastic,12.95
Expert,SL571,(add),1.35,1.51,0.73,1.37,4.8,62.0,4.8,0.21,(add),Single Bearing,(add),17.95
Expert,SL680,(add),1.03,1.74,0.89,0.92,4.8,88.6,4.8,0.42,(add),(add),(add),23.95
FeeTech,FS4351M,Digital,1.06,1.39,0.59,1.19,6.0,59.8,6.0,0.06,Coreless,Dual Bearings,Metal,(add)
FeeTech,FS4361M,Digital,1.06,1.39,0.59,1.19,4.8,70.9,4.8,0.1,Coreless,Dual Bearings,Metal,(add)
FeeTech,FS4361M,Digital,1.06,1.39,0.59,1.19,6.0,87.6,6.0,0.08,Coreless,Dual Bearings,Metal,(add)
FeeTech,FS5106B,Analog,1.41,1.61,0.79,1.5,4.8,69.6,4.8,0.18,Brushed,Dual Bearings,Plastic,(add)
FeeTech,FS5106B,Analog,1.41,1.61,0.79,1.5,6.0,83.5,6.0,0.16,Brushed,Dual Bearings,Plastic,(add)
FeeTech,FS5106M,Analog,1.83,1.61,0.79,1.5,4.8,83.5,4.8,0.18,Brushed,Dual Bearings,Metal,(add)
FeeTech,FS5106R,Analog,1.41,1.61,0.79,1.5,4.8,69.6,4.8,0.18,Brushed,Dual Bearings,Plastic,(add)
FeeTech,FS5106R,Analog,1.41,1.61,0.79,1.5,6.0,83.5,6.0,0.16,Brushed,Dual Bearings,Plastic,(add)
FeeTech,FS9357D,Digital,0.95,1.43,0.6,1.14,6.0,52.9,6.0,0.07,Coreless,Dual Bearings,Plastic,(add)
FMA Direct,DS300BB,Digital,1.60,1.59,0.79,1.4,6.0,50.0,6.0,0.16,(add),Dual Bearings,Plastic,19.95
FMA Direct,DS300BB,Digital,1.60,1.59,0.79,1.4,8.4,60.0,8.4,0.13,(add),Dual Bearings,Plastic,19.95
FMA Direct,DS300BB,Digital,1.60,1.59,0.79,1.4,12.6,70.0,12.6,0.12,(add),Dual Bearings,Plastic,19.95
FMA Direct,DS300MBB,Digital,2.00,1.59,0.79,1.4,6.0,50.0,6.0,0.16,(add),Dual Bearings,Metal,24.95
FMA Direct,PS500BB,(add),2.08,1.59,0.79,1.59,4.8,63.0,4.8,0.15,(add),Dual Bearings,Plastic,29.95
FMA Direct,PS500BB,(add),2.08,1.59,0.79,1.59,6.0,78.0,6.0,0.13,(add),Dual Bearings,Plastic,29.95
FMA Direct,PS500MBB,(add),2.42,1.59,0.79,1.59,4.8,63.0,4.8,0.15,(add),Dual Bearings,Metal,33.95
FMA Direct,PS500MBB,(add),2.42,1.59,0.79,1.59,6.0,78.0,6.0,0.13,(add),Dual Bearings,Metal,33.95
FMA Direct,PS705MBB,(add),2.42,1.59,0.79,1.59,4.8,85.0,4.8,0.24,(add),Dual Bearings,Metal,33.95
FMA Direct,S350,(add),1.69,1.6,0.8,1.5,4.8,50.0,4.8,0.21,(add),(add),(add),17.95
FMA Direct,S3501,(add),1.73,1.6,0.8,1.5,4.8,83.0,4.8,0.1,Coreless,(add),(add),44.95
FMA Direct,S3501M,(add),1.83,1.6,0.8,1.5,4.8,83.0,4.8,0.1,Coreless,Dual Bearings,Metal,47.95
FMA Direct,S350M,(add),1.95,1.6,0.8,1.5,4.8,50.0,4.8,0.21,(add),(add),(add),19.95
FMA Direct,S3551,(add),1.73,1.6,0.8,1.7,4.8,98.0,4.8,0.16,Coreless,Dual Bearings,(add),44.95
FMA Direct,S3551M,(add),1.83,1.6,0.8,1.7,4.8,98.0,4.8,0.16,Coreless,Dual Bearings,Metal,47.95
FMA Direct,S360,(add),1.69,1.6,0.8,1.7,4.8,81.0,4.8,0.19,(add),Dual Bearings,(add),19.95
FMA Direct,S360M,(add),2.00,1.6,0.8,1.7,4.8,81.0,4.8,0.19,(add),Dual Bearings,Metal,21.95
FMA Direct,S600,(add),1.13,1.78,0.89,0.97,4.8,100.0,4.8,0.5,(add),(add),(add),24.95
Futaba,BLS-A600,(add),0.99,1.07,0.51,1.2,6.6,83.3,6.6,0.1,Brushless,(add),(add),169.99
Futaba,BLS-A600,(add),0.99,1.07,0.51,1.2,7.4,93.0,7.4,0.09,Brushless,(add),(add),169.99
Futaba,BLS-CM600,(add),0.99,1.07,0.51,1.2,6.0,74.9,6.0,0.11,Brushless,(add),Plastic,159.99
Futaba,BLS-CM600,(add),0.99,1.07,0.51,1.2,7.4,93.0,7.4,0.09,Brushless,(add),Plastic,159.99
Futaba,BLS153,Digital,0.92,1.4,0.59,1.13,4.8,76.4,4.8,0.15,Brushless,Dual Bearings,Plastic,119.99
Futaba,BLS153,Digital,0.92,1.4,0.59,1.13,6.0,97.2,6.0,0.12,Brushless,Dual Bearings,Plastic,119.99
Futaba,BLS173SV,Digital,0.99,1.3,0.59,1.07,6.0,86.0,6.0,0.12,Brushless,Dual Bearings,Metal,149.99
Futaba,BLS173SV,Digital,0.99,1.3,0.59,1.07,6.6,94.5,6.6,0.11,Brushless,Dual Bearings,Metal,149.99
Futaba,BLS173SVi,Digital,0.99,1.3,0.59,1.06,6.0,86.0,6.0,0.12,Brushless,Dual Bearings,Metal,139.99
Futaba,BLS173SVi,Digital,0.99,1.3,0.59,1.06,6.6,94.0,6.6,0.11,Brushless,Dual Bearings,Metal,139.99
Futaba,BLS251,Digital,2.10,1.57,0.79,1.45,4.8,53.0,4.8,0.06,Brushless,Dual Bearings,Metal,149.99
Futaba,BLS251SB,Digital,2.12,1.57,0.79,1.45,4.8,52.8,4.8,0.06,Brushless,Dual Bearings,Metal,169.99
Futaba,BLS254,Digital,1.80,1.57,0.79,1.45,4.8,53.0,4.8,0.06,Brushless,Dual Bearings,(add),85.00
Futaba,BLS256HV,Digital,2.15,1.58,0.79,1.45,6.0,61.1,6.0,0.06,Brushless,Dual Bearings,Plastic,(add)
Futaba,BLS256HV,Digital,2.15,1.58,0.79,1.45,7.4,69.5,7.4,0.05,Brushless,Dual Bearings,Plastic,(add)
Futaba,BLS274SV,Digital,1.87,1.58,0.79,1.46,6.0,56.0,6.0,0.06,Brushless,Dual Bearings,Plastic,154.99
Futaba,BLS274SV,Digital,1.87,1.58,0.79,1.46,7.4,70.0,7.4,0.05,Brushless,Dual Bearings,Plastic,154.99
Futaba,BLS274SV,Digital,1.87,1.58,0.79,1.46,6.6,61.0,6.6,0.06,Brushless,Dual Bearings,Plastic,154.99
Futaba,BLS276SV,Digital,2.12,1.57,0.79,1.45,6.0,56.0,6.0,0.06,Brushless,Dual Bearings,Metal,179.99
Futaba,BLS276SV,Digital,2.12,1.57,0.79,1.45,7.4,69.5,7.4,0.05,Brushless,Dual Bearings,Metal,179.99
Futaba,BLS276SV,Digital,2.12,1.57,0.79,1.45,6.6,61.1,6.6,0.06,Brushless,Dual Bearings,Metal,179.99
Futaba,BLS651,Digital,0.92,1.42,0.59,1.1,4.8,76.0,4.8,0.15,Brushless,(add),(add),(add)
Futaba,BLS651,Digital,0.92,1.42,0.59,1.1,6.0,97.0,6.0,0.12,Brushless,(add),(add),(add)
Futaba,BLS671SV,Digital,0.99,1.3,0.59,1.06,6.0,93.0,6.0,0.2,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS671SV,Digital,0.99,1.3,0.59,1.06,6.6,54.0,6.6,0.11,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS671SVi,Digital,0.99,1.3,0.59,1.06,6.0,93.0,6.0,0.12,Brushless,Dual Bearings,Metal,169.99
Futaba,RS301CR-F1,Digital,0.99,1.41,0.77,0.98,7.4,98.6,7.4,0.11,Coreless,Dual Bearings,Metal,104.99
Futaba,RS301CR-F2,Digital,0.99,1.41,0.77,0.98,7.4,98.6,7.4,0.11,(add),(add),Metal,104.99
Futaba,RS302CD-F1,Digital,0.74,1.45,0.77,0.98,7.4,69.4,7.4,0.16,(add),(add),Metal,69.99
Futaba,RS302CD-F2,Digital,0.74,1.45,0.77,0.98,7.4,69.4,7.4,0.16,(add),(add),Metal,69.99
Futaba,S-A400,Digital,1.62,1.59,0.79,1.0,6.0,100.0,6.0,0.09,(add),(add),Metal,129.99
Futaba,S-C400,Digital,1.52,1.94,0.78,1.0,6.0,91.6,6.0,0.1,(add),(add),(add),119.99
Futaba,S-U300,Digital,1.26,1.6,0.8,1.4,6.0,56.9,6.0,0.19,3-pole,(add),Plastic,12.99
Futaba,S-U301,Digital,1.27,1.59,0.79,1.42,7.4,54.2,7.4,0.16,3-pole,(add),Plastic,24.99
Futaba,S-U305,Digital,1.64,1.57,0.79,1.5,4.8,98.6,4.8,0.23,(add),(add),Metal,39.99
Futaba,S-U306,Digital,1.64,1.57,0.79,1.5,4.8,98.6,4.8,0.23,(add),(add),Metal,44.99
Futaba,S-U400,Digital,1.38,1.59,0.79,1.5,6.6,98.6,6.6,0.14,3-pole,(add),Plastic,29.99
Futaba,S136G,Analog,1.48,1.81,0.91,0.98,4.8,60.1,4.8,0.6,3-pole,Dual Bearings,Plastic,49.99
Futaba,S136G,Analog,1.48,1.81,0.91,0.98,6.0,76.3,6.0,0.5,3-pole,Dual Bearings,Plastic,49.99
Futaba,S3003,Analog,1.31,1.57,0.79,1.42,6.0,57.0,6.0,0.19,(add),Bushing,Plastic,11.99
Futaba,S3004,Analog,1.31,1.57,0.79,1.42,6.0,57.0,6.0,0.19,3-pole,Single Bearing,Plastic,12.99
Futaba,S3010,Analog,1.45,1.57,0.79,1.5,4.8,72.0,4.8,0.2,3-pole,Single Bearing,Plastic,24.99
Futaba,S3010,Analog,1.45,1.57,0.79,1.5,6.0,90.0,6.0,0.16,3-pole,Single Bearing,Plastic,24.99
Futaba,S3014,(add),1.45,1.57,0.79,1.5,6.0,90.0,6.0,0.16,(add),(add),(add),(add)
Futaba,S3016,Analog,1.20,1.22,0.63,1.21,6.0,58.3,6.0,0.2,3-pole,Dual Bearings,Metal,75.99
Futaba,S3050,Digital,1.73,1.57,0.79,1.5,4.8,72.0,4.8,0.2,3-pole,Dual Bearings,Metal,51.00
Futaba,S3050,Digital,1.73,1.57,0.79,1.5,6.0,90.0,6.0,0.16,3-pole,Dual Bearings,Metal,51.00
Futaba,S3070HV,Digital,1.73,1.58,0.79,1.5,6.0,72.0,6.0,0.19,3-pole,Dual Bearings,Metal,59.99
Futaba,S3070HV,Digital,1.73,1.58,0.79,1.5,7.4,90.0,7.4,0.15,3-pole,Dual Bearings,Metal,59.99
Futaba,S3070HV,Digital,1.73,1.58,0.79,1.5,6.6,81.0,6.6,0.17,3-pole,Dual Bearings,Metal,59.99
Futaba,S3072HV,Digital,1.48,1.57,0.79,1.5,6.0,72.0,6.0,0.19,3-pole,Single Bearing,Plastic,39.99
Futaba,S3072HV,Digital,1.48,1.57,0.79,1.5,7.4,90.0,7.4,0.15,3-pole,Single Bearing,Plastic,39.99
Futaba,S3072HV,Digital,1.48,1.57,0.79,1.5,6.6,81.0,6.6,0.17,3-pole,Single Bearing,Plastic,39.99
Futaba,S3073HV,Digital,1.45,1.61,0.79,1.42,7.4,54.0,7.4,0.16,3-pole,Single Bearing,Plastic,34.99
Futaba,S3102,Analog,0.74,1.1,0.51,1.17,4.8,51.4,4.8,0.25,3-pole,Bushing,Metal,36.99
Futaba,S3150,Digital,0.81,1.18,0.43,1.14,4.8,51.4,4.8,0.24,Coreless,Dual Bearings,Metal,59.99
Futaba,S3151,Digital,1.48,1.61,0.79,1.42,6.0,54.0,6.0,0.17,3-pole,Single Bearing,Plastic,29.99
Futaba,S3152,Digital,1.45,1.57,0.79,1.5,4.8,70.0,4.8,0.22,Coreless,Single Bearing,Plastic,21.99
Futaba,S3152,Digital,1.45,1.57,0.79,1.5,6.0,87.0,6.0,0.18,Coreless,Single Bearing,Plastic,21.99
Futaba,S3170G,Digital,0.92,1.36,0.63,1.02,4.8,97.2,4.8,0.57,(add),Dual Bearings,Metal,84.44
Futaba,S3171SB,Digital,0.71,1.18,0.43,1.14,4.8,51.0,4.8,0.24,3-pole,Dual Bearings,Metal,(add)
Futaba,S3172SV,Digital,0.71,1.18,0.43,1.14,7.4,57.0,7.4,0.23,3-pole,Dual Bearings,Metal,54.99
Futaba,S3172SV,Digital,0.71,1.18,0.43,1.14,6.6,51.0,6.6,0.26,3-pole,Dual Bearings,Metal,54.99
Futaba,S3173SVi,Digital,0.73,1.18,0.43,1.15,7.4,60.0,7.4,0.16,3-pole,Dual Bearings,Metal,75.99
Futaba,S3173SVi,Digital,0.73,1.18,0.43,1.15,6.6,54.2,6.6,0.18,3-pole,Dual Bearings,Metal,75.99
Futaba,S3174SV,Digital,0.74,1.18,0.43,1.14,7.4,60.0,7.4,0.16,3-pole,Dual Bearings,Metal,64.99
Futaba,S3174SV,Digital,0.74,1.18,0.43,1.14,6.6,54.0,6.6,0.18,3-pole,Dual Bearings,Metal,64.99
Futaba,S3176SV,(add),0.95,1.41,0.77,0.98,6.6,62.5,6.6,0.17,(add),(add),(add),59.99
Futaba,S3176SV,(add),0.95,1.41,0.77,0.98,7.4,70.8,7.4,0.16,(add),(add),(add),59.99
Futaba,S3302,Analog,3.63,2.32,1.14,1.97,4.8,89.0,4.8,0.24,3-pole,Dual Bearings,Hybrid,54.99
Futaba,S3305,Analog,1.66,1.57,0.79,1.5,4.8,99.0,4.8,0.25,3-pole,Dual Bearings,Metal,31.99
Futaba,S9001,Analog,1.69,1.57,0.79,1.42,4.8,54.0,4.8,0.22,Coreless,Single Bearing,Plastic,44.99
Futaba,S9001,Analog,1.69,1.57,0.79,1.42,6.0,72.0,6.0,0.18,Coreless,Single Bearing,Plastic,44.99
Futaba,S9070,Digital,1.13,1.41,0.77,0.98,4.8,63.0,4.8,0.18,Brushless,Dual Bearings,Metal,89.99
Futaba,S9070,Digital,1.13,1.41,0.77,0.98,6.0,76.0,6.0,0.15,Brushless,Dual Bearings,Metal,89.99
Futaba,S9070,Digital,1.13,1.41,0.77,0.98,7.2,95.0,7.2,0.12,Brushless,Dual Bearings,Metal,89.99
Futaba,S9070SB,Digital,1.13,1.41,0.77,0.98,6.0,76.4,6.0,0.15,Coreless,Dual Bearings,Metal,(add)
Futaba,S9070SB,Digital,1.13,1.41,0.77,0.98,7.4,94.5,7.4,0.12,Coreless,Dual Bearings,Metal,(add)
Futaba,S9071SB,Digital,0.88,1.4,0.59,1.13,4.8,53.0,4.8,0.15,Coreless,Dual Bearings,Plastic,(add)
Futaba,S9071SB,Digital,0.88,1.4,0.59,1.13,6.0,64.0,6.0,0.11,Coreless,Dual Bearings,Plastic,(add)
Futaba,S9072SB,Digital,2.01,1.58,0.79,1.44,4.8,97.0,4.8,0.12,Coreless,Dual Bearings,Plastic,(add)
Futaba,S9102,Analog,1.69,1.57,0.79,1.42,6.0,50.0,6.0,0.13,Coreless,Dual Bearings,Plastic,89.99
Futaba,S9150,Digital,1.87,1.89,1.06,0.98,4.8,81.0,4.8,0.18,Coreless,Dual Bearings,Plastic,(add)
Futaba,S9154,Digital,1.87,1.89,1.06,0.98,4.8,64.0,4.8,0.14,Coreless,(add),Plastic,(add)
Futaba,S9170SV,Digital,1.13,1.42,0.79,0.98,6.0,76.0,6.0,0.15,Coreless,Dual Bearings,Metal,119.99
Futaba,S9170SV,Digital,1.13,1.42,0.79,0.98,7.4,94.0,7.4,0.12,Coreless,Dual Bearings,Metal,119.99
Futaba,S9170SV,Digital,1.13,1.42,0.79,0.98,6.6,83.0,6.6,0.13,Coreless,Dual Bearings,Metal,119.99
Futaba,S9201,Analog,1.70,1.59,0.79,1.4,6.0,69.5,6.0,0.22,Coreless,Dual Bearings,Plastic,(add)
Futaba,S9202,Analog,1.76,1.59,0.79,1.4,4.8,56.0,4.8,0.27,Coreless,Dual Bearings,Plastic,54.99
Futaba,S9202,Analog,1.76,1.59,0.79,1.4,6.0,69.0,6.0,0.22,Coreless,Dual Bearings,Plastic,54.99
Futaba,S9203,Analog,1.90,1.59,0.79,1.48,4.8,76.4,4.8,0.11,Coreless,Dual Bearings,(add),(add)
Futaba,S9205,(add),1.90,1.59,0.79,1.48,4.8,76.4,4.8,0.11,(add),(add),Metal,99.99
Futaba,S9250,Digital,1.90,1.61,0.79,1.5,4.8,76.0,4.8,0.11,Coreless,Dual Bearings,Metal,106.99
Futaba,S9251,Digital,2.01,1.57,0.79,1.46,4.8,51.0,4.8,0.07,Coreless,Dual Bearings,Metal,124.99
Futaba,S9252,Digital,1.76,1.57,0.79,1.46,4.8,92.0,4.8,0.14,Coreless,Dual Bearings,Plastic,89.99
Futaba,S9303,Analog,2.30,1.59,0.79,1.55,4.8,99.0,4.8,0.19,Coreless,(add),Metal,(add)
Futaba,S9304,(add),1.80,1.59,0.79,1.4,4.8,56.4,4.8,0.28,Coreless,(add),(add),64.99
Futaba,S9304,(add),1.80,1.59,0.79,1.4,6.0,69.5,6.0,0.22,Coreless,(add),(add),64.99
Futaba,S9402,Analog,1.94,1.61,0.79,1.5,4.8,89.0,4.8,0.12,Coreless,Dual Bearings,Metal,99.99
Futaba,S9404,Analog,1.94,1.54,0.79,1.47,4.8,79.2,4.8,0.11,Coreless,Dual Bearings,Metal,114.99
Futaba,S9405,Analog,1.94,1.61,0.79,1.5,4.8,80.0,4.8,0.13,Coreless,Dual Bearings,Metal,89.99
Futaba,S9405,Analog,1.94,1.61,0.79,1.5,6.0,100.0,6.0,0.11,Coreless,Dual Bearings,Metal,89.99
Futaba,S9450,Digital,1.94,1.59,0.79,1.48,4.8,88.8,4.8,0.1,Coreless,(add),Metal,129.99
Futaba,S9451,Digital,1.98,1.58,0.79,1.42,4.8,97.0,4.8,0.12,Coreless,Dual Bearings,Metal,69.97
Futaba,S9550,(add),1.55,1.59,0.82,1.0,4.8,66.6,4.8,0.11,Coreless,(add),Metal,119.99
Futaba,S9550,(add),1.55,1.59,0.82,1.0,6.0,83.3,6.0,0.09,Coreless,(add),Metal,119.99
Futaba,S9551,Digital,1.59,1.61,0.79,0.98,4.8,98.0,4.8,0.14,Coreless,Dual Bearings,Metal,84.99
Futaba,S9570SV,Digital,1.52,1.61,0.79,0.98,4.8,73.0,4.8,0.11,Coreless,Dual Bearings,Plastic,99.99
Futaba,S9570SV,Digital,1.52,1.61,0.79,0.98,6.0,92.0,6.0,0.1,Coreless,Dual Bearings,Plastic,99.99
Futaba,S9570SV,Digital,1.52,1.61,0.79,0.98,6.6,100.0,6.6,0.09,Coreless,Dual Bearings,Plastic,99.99
Futaba,S9650,Digital,0.92,1.42,0.59,1.14,4.8,50.0,4.8,0.14,Coreless,Dual Bearings,Plastic,59.99
Futaba,S9650,Digital,0.92,1.42,0.59,1.14,6.0,63.0,6.0,0.11,Coreless,Dual Bearings,Plastic,59.99
Futaba,S9670SV,Digital,0.85,1.42,0.59,1.14,6.0,65.0,6.0,0.11,Coreless,Dual Bearings,Plastic,69.99
Futaba,S9670SV,Digital,0.85,1.42,0.59,1.14,7.4,76.0,7.4,0.09,Coreless,Dual Bearings,Plastic,69.99
Futaba,S9670SV,Digital,0.85,1.42,0.59,1.14,6.6,69.0,6.6,0.1,Coreless,Dual Bearings,Plastic,69.99
Graupner,C 3341,Analog,1.06,1.3,0.59,1.3,4.8,70.0,4.8,0.14,(add),Single Bearing,Plastic,47.99
Graupner,C 351,Analog,0.88,1.1,0.51,1.18,4.8,51.0,4.8,0.15,(add),Bushing,Metal,55.99
Graupner,C 4041,Analog,1.52,1.54,0.75,1.65,4.8,70.0,4.8,0.15,5-pole,Single Bearing,Plastic,50.99
Graupner,C 5077,Analog,1.31,1.54,0.75,1.46,4.8,70.0,4.8,0.12,(add),Single Bearing,Plastic,16.99
Graupner,C 5191,Analog,1.41,1.54,0.75,1.46,4.8,78.0,4.8,0.12,(add),Single Bearing,Metal,28.99
Graupner,C 577,Analog,1.48,1.5,0.75,1.46,4.8,50.0,4.8,0.15,(add),Bushing,Plastic,11.99
Graupner,C 713,Analog,1.20,1.73,0.87,0.94,6.0,86.0,6.0,0.27,(add),Bushing,Plastic,47.99
Graupner,C 7421,Analog,1.16,1.73,0.87,0.94,4.8,56.0,4.8,0.15,(add),Dual Bearings,Plastic,83.99
Graupner,DES 448,Digital,0.67,1.24,0.37,1.3,4.8,58.3,4.8,0.18,(add),Dual Bearings,Metal,59.71
Graupner,DES 448,Digital,0.67,1.24,0.37,1.3,6.0,65.3,6.0,0.15,(add),Dual Bearings,Metal,59.71
Graupner,DES 567,Digital,0.67,1.16,0.47,1.16,4.8,80.7,4.8,0.2,(add),Bushing,Metal,59.79
Graupner,DES 567,Digital,0.67,1.16,0.47,1.16,6.0,97.7,6.0,0.15,(add),Bushing,Metal,59.79
Graupner,DES 585,Digital,0.67,1.16,0.51,1.22,4.8,60.9,4.8,0.2,(add),Single Bearing,Plastic,43.33
Graupner,DES 585,Digital,0.67,1.16,0.51,1.22,6.0,70.8,6.0,0.15,(add),Single Bearing,Plastic,43.33
Graupner,DES 586,Digital,0.71,1.16,0.51,1.22,4.8,76.5,4.8,0.2,(add),Single Bearing,Plastic,43.33
Graupner,DES 586,Digital,0.71,1.16,0.51,1.22,6.0,86.4,6.0,0.17,(add),Single Bearing,Plastic,43.33
Graupner,DES 587,Digital,0.71,1.16,0.51,1.22,4.8,75.0,4.8,0.2,(add),Single Bearing,Metal,59.79
Graupner,DES 587,Digital,0.71,1.16,0.51,1.22,6.0,85.0,6.0,0.17,(add),Single Bearing,Metal,59.79
Graupner,DES 657,Digital,0.78,1.26,0.63,1.3,4.8,73.6,4.8,0.2,(add),Dual Bearings,Plastic,42.50
Graupner,DES 657,Digital,0.78,1.26,0.63,1.3,6.0,90.6,6.0,0.17,(add),Dual Bearings,Plastic,42.50
Graupner,DES 658,Digital,0.92,1.26,0.63,1.3,4.8,83.5,4.8,0.2,(add),Dual Bearings,Metal,54.63
Graupner,DES 658,Digital,0.92,1.26,0.63,1.3,6.0,99.1,6.0,0.17,(add),Dual Bearings,Metal,54.63
Graupner,DES 675,Digital,0.85,1.26,0.63,1.3,4.8,80.7,4.8,0.21,(add),Dual Bearings,Plastic,47.82
Graupner,DES 676,Digital,0.92,1.26,0.63,1.3,4.8,52.4,4.8,0.14,(add),Dual Bearings,Plastic,51.63
Graupner,DES 676,Digital,0.92,1.26,0.63,1.3,6.0,62.3,6.0,0.11,(add),Dual Bearings,Plastic,51.63
Graupner,DES 678,Digital,0.99,1.26,0.63,1.3,4.8,86.4,4.8,0.21,(add),Dual Bearings,Metal,59.79
